business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
Fikret Balik Restaurant,Sefa Dalan,The environment is decent; the service is fast and clean. The interior is spacious; the waiters are knowledgeable and respectful.,5,0.31,0.67,en,20,0,0,False,0,0,0,0,0,"This review is a standard, positive review with generally descriptive language. The sentiment (0.31) is relatively neutral, the subjectivity rating (0.67) suggests a personal opinion, the review length (20) is reasonable, and there are no indicators of inauthenticity, advertisement, or ranting based on the provided data."
Cemo Etliekmek,Ahmet Biricik,Employees are kind. Food is delicious,5,0.8,0.95,en,6,0,0,False,0,0,0,0,0,"The review is a simple, positive statement with no unusual characteristics. The sentiment score of 0.8, subjectivity of 0.95, and length of 6 suggest it’s a genuine, albeit somewhat generic, positive review. There’s no evidence of inauthenticity, advertising, or a rant."
Minoa,Yusuf Arca,We went a few times for breakfast; we were quite satisfied. The place is really nicely decorated. Breakfast for two was understated and good. The service was smooth and the waiters were kind.,5,0.43,0.68,en,33,0,0,False,0,0,0,0,0,"The review is a positive, relatively detailed account of a breakfast experience. The sentiment (0.43) is moderately positive, the subjectivity score (0.68) suggests it’s a genuine opinion, and the review length (33) is reasonable. There’s no evidence of deceptive intent, promotional language, or an overly emotional rant."
Kasikla Restaurant,Arda Kacan,The restaurant is very nice and elegant. We were greeted very kindly; the flavors were good.,5,0.69,0.9,en,16,0,0,False,0,0,0,0,0,"This review is a positive, relatively detailed account of a dining experience. The sentiment (0.69) is positive, the subjectivity is high (0.9), and the review length is adequate. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant."
Churchill Bistro,Baris Demirci,It is a very nice place to watch the matches; when it is closed in winter.,4,0.34,0.55,en,16,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic positive language (""It is a very nice place to watch the matches""). The sentiment is slightly positive (0.34) and the subjectivity is moderate (0.55). There are no strong indicators of inauthenticity, irrelevant content, advertising language, or a rant."
Koco Restaurant,Mesut Demirbilek,A perfect view; a friendly and sincere service and great tastes...what more could you ask for?,5,0.64,0.65,en,16,0,0,False,0,0,0,0,0,"The review exhibits a positive sentiment (0.64) and high subjectivity (0.65), indicating a genuine, albeit somewhat generic, expression of satisfaction. The length of the review (16) is reasonable, and there are no indicators of inauthenticity like excessive capitalization, exclamation marks, or URLs. Therefore, it does not meet the criteria for being inauthentic, irrelevant, an advertisement, or a rant."
Medeniyetler Sofrasi,Tacettin Ozguner,Please review the ticket slip. A business that wants money for the bread on the table; 20 TL for the service fee; 20 TL for the valet.,1,0.2,0.1,en,27,0,2,False,1,0,0,1,0,"The review has a very low rating (1) and expresses a strongly negative sentiment (0.2). The text ""A business that wants money for the bread on the table"" suggests a critical rant rather than a genuine review. The use of generic, negative language combined with the low rating raises concerns about potential inauthenticity."
Mersinli Cigerci Apo,Gokhan Guzel,Its breakfast is really very good. I would like to especially point out that you do not need to go to Cakalli for Menemen; you can eat the most delicious here. I really like the fried egg too.,5,0.52,0.7,en,38,0,0,False,0,0,0,0,0,"The review is a positive testimonial regarding the breakfast and fried eggs at ""Mersinli Cigerci Apo."" The sentiment score (0.52) suggests a genuine positive experience. The review length (38) is reasonable, and there are no excessive use of capitalization or exclamation marks. The review provides specific details about the breakfast and fried egg, making it a credible and relevant review. There is no evidence of deception or promotional language."
Miss Pizza,Kemal Amangeldi,I tried the smoked ribeye pizza; the dough is thin and very tasty.,5,-0.1,0.58,en,13,0,0,False,0,0,0,0,0,"The review is a relatively short, positive comment about the pizza and dough, with a sentiment score of -0.1, indicating a mildly positive experience. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or ranting. The review text is specific about the pizza and dough, and the pre-processed data does not suggest deceptive intent."
Haci'nin Yeri - Yigit Lokantasi,Nadia Salim,Delicious food at rock bottom prices. Friendly staff; Highly recommend,5,0.51,0.68,en,10,0,0,False,0,0,0,0,0,"This review is a positive and relatively detailed recommendation (""Delicious food at rock bottom prices. Friendly staff; Highly recommend""). The sentiment score (0.51) indicates a generally positive opinion, and the language is specific. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant. The review length is also appropriate."
Hasan Usta,Dilan Karaaslan,We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,5,0.45,0.56,en,26,0,0,False,0,0,0,0,0,"The review is a positive testimonial with specific details about the food (""Kebab and skewers were great; and the strained yogurt appetizer was delicious""). The sentiment score (0.45) indicates a generally positive feeling, and the review length (26) is reasonable. There are no indicators of inauthenticity, irrelevant content, advertising, or a rant."
Tatbak,Nafican Tatlici,It's nice; but it's very late. I place an order; it arrives an hour later; I would be happy if it was a little faster.,3,0.16,0.66,en,25,0,0,False,0,0,0,0,0,"The review expresses a negative sentiment (0.16) due to a late delivery, but the language is relatively moderate and specific (""an hour later""). There are no strong indicators of inauthenticity like overly generic praise, excessive capitalization, or promotional content. The review length is also reasonable."
Ege Vera,Enis Kurtlu,The environment is clean and nice. The taste of the food was not bad either.,3,0.44,0.79,en,15,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic positive language (""The environment is clean and nice. The taste of the food was not bad either.""). While the sentiment is slightly positive (0.44), it lacks specific details or strong opinions. The review doesn't exhibit any strong indicators of inauthenticity, irrelevant content, or a promotional advertisement."
Bogazkoy Restaurant,Zeynep Hulusi,Souffle heaven has a wonderful variety of flavors; I highly recommend it.,5,0.58,0.77,en,12,0,0,False,0,0,0,0,0,"The review is a positive testimonial with relatively specific details (""Souffle heaven has a wonderful variety of flavors""). The sentiment score of 0.58 indicates a generally positive tone, and the subjectivity score of 0.77 suggests it's a genuine personal opinion. There are no strong indicators of inauthenticity, advertisement, or ranting. The length of the review (12) is also typical."
Kebabci Mahmut,Erdem Bulut,We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,5,0.15,0.42,en,31,0,0,False,0,0,0,0,0,"The review exhibits a moderate positive sentiment (0.15) and provides specific details about the presentation and quality of the food, suggesting a genuine customer experience. The review length (31) is reasonable, and there are no excessive use of caps or exclamation marks. There is no URL present. The review does not contain strong indicators of inauthenticity or advertisement."
Salacak,Ayla Gunduz,They deserve the stars more than enough for their service; hygiene and view; but if we talk about the food; I can say that it was the most delicious in a one-week Istanbul trip without exaggeration.,5,0.5,0.62,en,36,0,0,False,0,0,0,0,0,"The review expresses a very positive sentiment (0.5) and a specific, detailed opinion about the food being the ""most delicious"" in a week-long trip. There are no indicators of inauthenticity, irrelevant content, advertisement, or ranting. The language is descriptive and specific, suggesting a genuine experience."
Sardalye,Enes Ozturk,Portions are huge.. sardines are delicious; fish is very oily; so you have to eat bread. Therefore; the best choice is between bread.,4,0.65,0.62,en,23,0,0,False,0,0,0,0,0,"The review has a positive sentiment (0.65) and a rating of 4, which suggests a genuine experience. The text is relatively descriptive, mentioning ""portions are huge,"" ""sardines are delicious,"" and the need for bread. There are no strong indicators of inauthenticity, advertisement, or ranting based on the provided data. The review length (23) and subjectivity (0.62) are also within reasonable bounds."
Sanukiya,Augustine Diamond,Best udon in Paris. Well Korean celebrities visits it too. Just a little bit crowded.,4,0.41,0.4,en,15,0,0,False,0,0,0,0,0,"This review expresses a positive opinion about the udon, mentioning celebrity visits which is a plausible detail. The sentiment score of 0.41 indicates a generally positive tone, and the review length (15) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, an advertisement, or a rant."
Kadineli,Ersin Yaynık,There is little variety of food on the menu. Also; the food on the menu is not very tasty.,2,-0.14,0.4,en,19,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the food's variety and taste, which is a reasonable and specific complaint. The sentiment (-0.14) is relatively low, but not extreme. The review length (19) and other pre-processing metrics (caps_count=0, exclaim_count=0, contains_url=False) do not suggest inauthenticity or an advertisement.  It doesn't fall into the category of a rant due to the lack of overly emotional language or excessive capitalization/exclamation marks."
Sini Mugla,Ipek Cicek,"The place was full of flies and one of them fell into my food. When I asked for my meal to be changed,; they refused.",1,0.35,0.55,en,25,0,0,False,1,0,0,1,0,"The review has a very low rating (1) and a negative sentiment of 0.35, suggesting a strongly negative experience. Coupled with the description of flies falling into the food and the refusal to replace the meal, it reads like an overly emotional and potentially exaggerated rant, rather than a measured review. The language is subjective and focuses on a single, critical incident."
Kalkanoglu Pilav,Yagmur Akyol,Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,4,0.69,0.75,en,26,1,0,False,0,0,0,0,0,"The review provides specific details about the food (""Rice and roast are delicious!"") and the atmosphere (""inside can be visited like a museum; the employees are friendly""). The sentiment score of 0.69 indicates a generally positive experience. The review length (26) is reasonable, and there are no excessive use of capital letters or exclamation marks. There’s no URL present, so it’s unlikely to be an advertisement. The review doesn't appear to be inauthentic or a rant."
Asucan Restaurant,Rana Akder,Definitely the chicken and the side salads are also very tasty. Prices are cheap compared to this kind of touristic place. The place was a little crowded.,4,0.07,0.64,en,27,0,0,False,0,0,0,0,0,"The review has a relatively high sentiment score (0.07) and a reasonable rating (4), indicating a genuine customer experience. The review text is detailed, mentioning specific dishes (chicken and salads) and comparing prices, suggesting a real visit. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Balikci Tanju,Muhsin Cakir,Great place and fish; thanks to the amazing chefs,5,0.53,0.62,en,9,0,0,False,0,0,0,0,0,"The review has a high sentiment score (0.53) indicating a positive experience. The review text is relatively short (review_length=9) and uses generic positive language (""Great place and fish; thanks to the amazing chefs"").  There are no strong indicators of inauthenticity, irrelevant content, an advertisement, or a rant."
Hasan Usta,Ali Cebeci,Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,5,0.43,0.55,en,27,0,0,False,0,0,0,0,0,"The review is a positive and detailed account of a dining experience, providing specifics about the food (""best lahmacun I've ever eaten"") and service. The sentiment score of 0.43 indicates a generally positive tone, the subjectivity score of 0.55 suggests it’s a personal opinion, and the review length is reasonable (27). There are no indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Rumeli Iskembecisi,Ozgur Akbiyik,"Service, respect, taste literally 10/10.",5,0.0,0.0,en,5,0,0,False,0,0,0,0,0,"The review gives a very high rating (""10/10"") with simple, generic language (""Service, respect, taste""). There are no indicators of inauthenticity, irrelevance, advertisement, or rant. The sentiment is positive, but the language is not overly enthusiastic or deceptive."
Minoa,Noha Fahad,I tried coffee and a desert; all of them was not bad.,3,0.35,0.67,en,12,0,0,False,1,0,0,0,0,"The review receives a sentiment score of 0.35, indicating a mildly negative sentiment. However, the language (""all of them was not bad"") is extremely generic and lacks specific details. This, combined with the low sentiment and short length, strongly suggests the review is inauthentic and likely designed to artificially inflate the rating, rather than a genuine customer experience. It fits the definition of an inauthentic review with a lack of specifics and a generic, possibly manufactured, positive sentiment."
Ege Vera,Seda Aksu,The service is good; the employees are concerned and smiling. Food is fresh delicious. I didn't like the Lahmacun very much.,3,0.56,0.59,en,21,0,0,False,0,0,0,0,0,"The review provides specific details about the food and service (e.g., ""Food is fresh delicious,"" ""employees are concerned and smiling""). The sentiment is moderately positive (0.56), the subjectivity is relatively high (0.59), and the review length is adequate. There are no strong indicators of inauthenticity, irrelevant content, an advertisement, or a rant."
KFC,Alev Oksay,Fast food restourant with a nice view. Staff are also friendly; mostly frequented by tourists.,4,0.42,0.65,en,15,0,0,False,0,0,0,0,0,"The review is a relatively short, positive comment about a fast food restaurant. The sentiment (0.42) and subjectivity (0.65) are moderately positive, suggesting a genuine opinion. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant. The review text itself is descriptive and provides a basic impression of the location."
Kalkanoglu Pilav,Abdullah Hergul,Dishes were really expensive.,4,-0.5,0.7,en,4,0,0,False,0,0,0,0,0,"The review states ""Dishes were really expensive."" This is a straightforward statement of opinion and doesn’t exhibit characteristics of an inauthentic review (e.g., overly generic praise, unusual rating, or promotional language). The sentiment score of -0.5 indicates a negative opinion, but it's a specific complaint rather than a broad, potentially fabricated endorsement. The review length is also reasonable, further reducing concerns about inauthenticity."
Lipa,Kaim Bros,I did not like the interior atmosphere; seems a little old to me.,2,-0.04,0.35,en,13,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the ""interior atmosphere"" being ""a little old."" While critical, it's a relatively specific and nuanced comment rather than a generic or overly emotional rant. The sentiment (-0.04) is slightly negative but not extreme. There are no indicators of inauthenticity such as overly positive language, URLs, or excessive capitalization.  The review appears to be a genuine customer feedback, even if critical."
Medeniyetler Sofrasi,Erdogan Ozer,I had high expectations but the kebabs were unsuccessful. Hummus was good. They use quality olive oil.,3,0.43,0.57,en,17,0,0,False,0,0,0,0,0,"The review provides specific details about the food (kebabs, hummus, olive oil) and the reviewer’s expectations, suggesting a genuine opinion. The sentiment score of 0.43 indicates a moderately positive experience, and the subjectivity score of 0.57 suggests the review is based on personal feelings rather than a promotional statement. There is no evidence of an advertisement (no URL) or an overly critical rant. The review length is also reasonable."
Mevlana Lokantasi,Hakan Tutas,A nice cozy place. It is easily accessible from all parts of the city. It is very interesting that the restaurant does not have a menu.,4,0.36,0.69,en,26,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic positive language (""A nice cozy place""). While the sentiment is slightly positive (0.36), it lacks specific details about the food or experience, making it unlikely to be inauthentic. The review is also in English and does not contain a URL, URL's are often associated with advertising or promotional content. There is no indication of an overly critical rant or strong emotional language."
Salih Usta,Fikret Aslan,They have very high quality cakes; I strongly recommend. Their baklava alone is not that good. Cookies are expensive; but they're fine.,3,0.25,0.65,en,22,0,0,False,0,0,0,0,0,"The review is relatively detailed, mentioning specific items (cakes, baklava, cookies) and giving a specific rating (3 stars). The sentiment is quite low (-0.25), but not excessively so, and doesn't exhibit the hallmarks of an advertisement or a rant. There are no strong indicators of inauthenticity based on the provided data."
Fikret Balik Restaurant,Hilal Ozden,Portions were quite adequate. Along with your meal comes multiple and delicious appetizers. Seasonal salad was also delicious; vegetables were fresh.,4,0.53,0.57,en,21,0,0,False,0,0,0,0,0,"This review is a relatively positive and detailed description of a meal, with specific mentions of appetizers and fresh vegetables. The sentiment score of 0.53 indicates a generally positive tone, and the review length (21) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, or a promotional advertisement. The language is descriptive rather than generic, and there are no excessive use of caps or exclamation marks."
Tatbak,Baran İsci,It was one of the best doner I've ever eaten in my life. Thank you very much.,5,0.63,0.28,en,17,0,0,False,0,0,0,0,0,"This review is a positive testimonial regarding the food. The sentiment score of 0.63 indicates a generally positive opinion, and the review text is specific (“one of the best doner I've ever eaten”). There are no strong indicators of inauthenticity, irrelevance, advertisement, or ranting. The review length is also reasonable."
Kebabci Halil Usta,Sabri Donmez,Deserts was amazing; especially baklava! Liked it.,5,0.4,0.9,en,7,1,0,False,0,0,0,0,0,"The review is relatively short and uses generic positive language (""Deserts was amazing; especially baklava! Liked it.""). While the sentiment is positive (0.4), it lacks specific details about the food or experience, making it unlikely to be deliberately deceptive. The review is also in English and does not contain a URL, so it isn't an advertisement."
Classic Thai,Miley Sinus,Love this restaurant; thai style and good taste. Clean and good service.. Recommended !,5,0.61,0.63,en,14,1,0,False,0,0,0,0,0,"The review is a positive and relatively detailed statement of enjoyment (""Love this restaurant; thai style and good taste. Clean and good service.. Recommended !""). The sentiment is moderately positive (0.61), the subjectivity score (0.63) indicates a personal opinion, and the review length (14) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, or advertising."
Vefa Bozacisi,Ela Ensar,Boza's are beautiful. The ones on sale are also freshly filled and prepared. It looks clean; but I don't know the exact details.,5,0.47,0.71,en,23,0,0,False,0,0,0,0,0,"The review is a relatively short positive review with a sentiment of 0.47 and a subjectivity of 0.71. While the language is somewhat generic (""Boza's are beautiful""), it doesn't exhibit strong indicators of inauthenticity like overly enthusiastic, unsubstantiated praise, or promotional language. The review doesn't contain a URL, and the sentiment is moderately positive, suggesting a genuine experience. There are no excessive use of capital letters or exclamation marks. Therefore, it's unlikely to be an inauthentic, advertisement, or rant."
Mersinli Cigerci Apo,Hulya Bezci,The staff is extremely interested; the taste is already a very good place. It is recommended.,5,0.58,0.64,en,16,0,0,False,1,0,0,0,0,"The review has a high sentiment score (0.58), indicating a positive experience, but the language is somewhat generic (""a very good place""). Given the relatively short review length (16) and high sentiment, it leans towards an inauthentic, overly positive review, rather than a detailed, genuine account. There's no strong evidence of deception, but the combination of factors suggests it could be artificially inflated."
Fethiye Dondurmacisi,Arch Ao,Absolutely perfect come try it..,5,1.0,1.0,en,5,0,0,False,0,0,0,0,0,"This review is a very short, positive statement (""Absolutely perfect come try it.."") with a high sentiment (1.0) and no obvious red flags. It doesn't exhibit characteristics of an inauthentic review, advertisement, or rant. The length and simplistic wording suggest a genuine, albeit brief, expression of satisfaction."
Leman Kultur,Mesut Dursun,Food was tasteless. The waiters were not smiling at all.,3,-0.6,0.9,en,10,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the food and service, but the language is relatively straightforward and doesn't exhibit characteristics of a deceptive or overly emotional rant. The sentiment score of -0.6 indicates a negative opinion, but doesn't suggest deliberate manipulation. There are no URLs present, and no excessive capitalization or exclamation marks. The review length is also reasonable. It does not show strong evidence of being inauthentic."
Alsancak Firin,Murat Turan,In terms of taste; minced meat and pastrami were very good. Tahini was medium. Olive was good too.,3,0.8,0.69,en,18,0,0,False,0,0,0,0,0,"The review provides specific details about the taste of the food (minced meat, pastrami, tahini, olive) suggesting a genuine customer experience. The sentiment (0.8) is positive, the subjectivity is moderate, and the length is reasonable. There are no indications of deceptive intent, promotional language, or an overly emotional rant."
Zula,Haluk Kinaci,Burgers are super. I've eaten hamburgers in many places; but I've never come across anything like this. Fantastic meal with friendly service in a small but cozy place. I strongly recommend.,5,0.23,0.64,en,31,0,0,False,0,0,0,0,0,"The review expresses a genuine positive opinion with specific details (""Burgers are super,"" ""fantastic meal with friendly service""). The sentiment score of 0.23 suggests a mild positive feeling, and the review length (31) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Sema Gozleme,Ugur Ev,Menemen is delicious. Homemade jams are very good. Vegetables were not very fresh.,4,0.6,0.72,en,13,0,0,False,0,0,0,0,0,"The review is relatively short and expresses a positive opinion (""Menemen is delicious"") with some minor criticisms (""Vegetables were not very fresh""). The sentiment score of 0.6 indicates a generally positive experience. There's no strong evidence of inauthenticity, advertising, or a rant. The review contains specific details, even if somewhat basic, and doesn't exhibit overly hyperbolic language or promotional elements."
KFC,Fatma Zullu,"The place is very nice; I think, the food was fresh and good; one of my favorite places.",5,0.57,0.78,en,18,0,0,False,0,0,0,0,0,"The review expresses a positive sentiment (0.57) with relatively straightforward and generic language (""The place is very nice; I think, the food was fresh and good; one of my favorite places.""). The sentiment and subjectivity scores don't point towards deception. The review length is also reasonable. There is no evidence of an advertisement (no URL) or a rant. It is a typical, albeit slightly verbose, positive review."
Monica Kitchen,Selen Badem,I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,5,0.54,0.65,en,36,0,0,False,0,0,0,0,0,"The review expresses a generally positive opinion with specific details (atmosphere, breakfast, desserts, price). The sentiment score of 0.54 suggests a balanced perspective rather than an extreme one. There are no strong indicators of inauthenticity, advertisement, or a rant. The review length is also reasonable."
Riviera,Nirmal Narayan,Nice food and good service; located just near the beach as well.,5,0.47,0.67,en,12,0,0,False,0,0,0,0,0,"This review is a positive, relatively short, and detailed review regarding food and location. The sentiment score of 0.47 suggests a genuinely positive experience. There are no indicators of deception, advertising, or a rant. The review text provides specific details about the food and location, aligning with a typical authentic review."
Zula,Kardelen Derin,It is delicious in everything with its sauce and bread.,5,1.0,1.0,en,10,0,0,False,0,0,0,0,0,"The review is a simple, positive statement (""It is delicious in everything with its sauce and bread."") with a 5-star rating. There's no evidence of inauthenticity, irrelevant content, advertising, or a rant. The sentiment is positive, and the language is straightforward and descriptive.  The review length is also reasonable."
Churchill Bistro,Elif Bengu,A place we found by chance during the winter season. First of all; we sat down to drink coffee and the environment was so spacious and calm that I was able to hold a meeting that I had to do over the web without any problems.,5,0.22,0.5,en,46,0,0,False,0,0,0,0,0,"The review is a relatively detailed account of a positive experience at the Churchill Bistro, describing a specific situation (holding a meeting) and the ambiance. The sentiment is positive (0.22), the subjectivity is moderate (0.5), and the review length is sufficient to provide context. There are no indicators of inauthenticity, irrelevant content, advertisement, or ranting."
Antakya Mutfagi,Guven Serengil,The taste of the food was good; but the prices were high according to the portion. Waiters tend to take the plate as soon as they eat; so people cannot reach the satisfaction of eating.,3,0.43,0.57,en,35,0,0,False,0,0,0,0,0,"The review expresses a somewhat critical opinion about the portion size and service, but it doesn't exhibit strong indicators of deception, overly promotional language, or extreme emotionality. The sentiment score of 0.43 suggests a mildly negative opinion, and the review length is reasonable. There are no URLs, all caps, or excessive exclamation marks. It appears to be a genuine customer's feedback, even if slightly critical."
Mado,Melike Gulsen,There is no need to tell Mado at length; it is a clean and beautiful place. But there is no standard; kadayif burma with pistachios used to be so unique that I would like to eat it everyday. But now sometimes it was burnt; sometimes dry; sometimes uncooked.,3,0.18,0.57,en,48,0,0,False,0,0,0,0,0,"The review expresses specific concerns about the consistency of the kadayif burma (burnt, dry, uncooked), indicating a genuine customer experience. The sentiment (-0.18) is negative but not excessively so, and the language is descriptive rather than overly emotional. There are no indicators of inauthenticity such as overly generic praise, capitalization, or URLs. The review is relevant to the location and appears to be a straightforward customer feedback."
KFC,Serkan Yilmaz,Classic KFC.,4,0.17,0.17,en,2,0,1,False,0,0,0,0,0,"The review ""Classic KFC."" is extremely short and generic. While the sentiment is slightly positive (0.17), the lack of specific details or descriptive language raises concerns about its authenticity. It could be a genuine, brief opinion, but it leans towards being a low-effort review that doesn’t provide much useful information. There are no strong indicators of inauthenticity, irrelevance, advertisement, or a rant."
Sushico,Seckin Yogurtcu,Service was good; transportation was easy. Prices are above average. For those who don't like the taste of raw fish; I recommend roles instead of nigiri.,4,0.15,0.48,en,26,0,0,False,0,0,0,0,0,"This review is a standard customer feedback with a moderate rating (4/5) and offers specific, albeit somewhat generic, observations about the service, price, and menu items. The sentiment is relatively neutral (0.15), the subjectivity is moderate (0.48), and there are no indicators of inauthenticity, advertisement, or ranting. The language is clear and directly relevant to the business."
Pecko Firin Atakum,Meltem Bahcaci,When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,2,0.75,0.75,en,19,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the service (""orders are forgotten; tables are not looked at"") but provides some specific details regarding the issue. The sentiment is moderately negative (0.75) and the subjectivity rating is also relatively high (0.75), suggesting a genuine, albeit critical, customer experience. The review doesn't contain URL, all-caps words, or excessive exclamation marks, so it does not fit the criteria for an inauthentic, advertisement, or rant."
Diyarbakir Ocakbasi Palace,Mucait Celik,I gave unnecessary money. It had no taste; no service. It was very expensive.,1,-0.53,0.91,en,14,0,0,False,1,0,0,1,0,"The review has a very low sentiment score (-0.53) and a high subjectivity rating (0.91), indicating a strongly negative and potentially emotional opinion. The review text is quite lengthy and uses overly critical language (""I gave unnecessary money. It had no taste; no service. It was very expensive.""). While a single negative review isn't inherently suspicious, combined with the negative sentiment, it leans towards a rant and suggests a potentially inauthentic, overly critical expression of dissatisfaction."
Mevlana Lokantasi,Sevgi Kaya,We can say that trotter soup is good. Rotary medium. Inside the restaurant it was very quiet. The staff is fast.,4,0.3,0.54,en,21,0,0,False,0,0,0,0,0,"This review is relatively short and uses generic positive language (""We can say that trotter soup is good""). While the sentiment is slightly positive (0.3), it lacks specific details or a strong emotional tone, making it unlikely to be inauthentic. The review is also in English and relevant to the location."
Classic Thai,Alev Ozturk,Although far easts foods suits my taste; Tom Yum soup was very aromatic and different; I didn't like it.,5,0.1,0.63,en,19,0,0,False,1,0,0,0,0,"The review has a very low sentiment score of 0.1, suggesting a negative experience but with minimal specific details. The use of phrases like ""Although far easts foods suits my taste"" feels somewhat generic and could be indicative of a review written to provide a minimal, potentially manipulated, rating. While not overtly deceptive, the combination of a low sentiment and somewhat vague language raises concerns about the authenticity of the review."
Fikret Balik Restaurant,Can Ocakli,Bosphorus Salad; Shrimp Cizlama were really successful. Orders came to my table quickly.,5,0.54,0.72,en,13,0,0,False,0,0,0,0,0,"The review is a straightforward positive experience with specific dishes mentioned (""Bosphorus Salad; Shrimp Cizlama""). The sentiment (0.54) suggests a genuinely positive feeling, the subjectivity score (0.72) indicates a personal account, and the review length (13) is reasonable. There are no indicators of inauthenticity, advertisement, or rant."
Suflor,Baran Koca,It was worth getting up and going from Beylikduzu. Atmosphere 10/10,5,0.3,0.1,en,11,0,0,False,0,0,0,0,0,"The review is a simple, positive statement (""It was worth getting up and going from Beylikduzu. Atmosphere 10/10"") with a 5-star rating. There is no indication of inauthenticity, advertisement, rant, or irrelevant content. The sentiment is positive, but the language is generic and lacks specific details. The review length is also normal."
Karakoy Lokantasi,Ece Oztunc,The place was too noisy. We didn't really enjoy the food in this mess.,3,0.11,0.34,en,14,0,0,False,0,0,0,1,0,"The review has a negative sentiment of 0.11, indicating a negative opinion. Coupled with the descriptive language (""mess"") and the fact that it's a relatively short review, it leans towards being an overly critical rant rather than a genuine, detailed review. While not definitively fraudulent, it shares characteristics with a potentially overly negative and emotionally driven account."
Haci'nin Yeri - Yigit Lokantasi,Gulsum Akar,We went to Marmaris with my wife for a holiday. We chose this restaurant as a place for dinner based on the reviews and because we wanted juicy food. When we first went there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,5,0.03,0.7,en,130,0,1,False,0,0,0,0,0,"The review appears to be a genuine customer experience. The sentiment is very slightly positive (0.03), the subjectivity is moderate (0.7), and the review length is reasonable. There are no strong indicators of inauthenticity, advertisement, or a rant. The reviewer provides specific details about the food, prices, and payment method. The language is descriptive, and while slightly positive, doesn't lean into overly generic or exaggerated claims."
Bilice,Murat Kirmizi,Pastries varieties and pogaca are delicious. There are also breakfast options available. The staff is caring and helpful. Service is fast. I think the prices are reasonable.,4,0.45,0.65,en,27,0,0,False,0,0,0,0,0,"This review is a relatively positive and detailed account of a visit to ""Bilice"". The sentiment score of 0.45 indicates a generally positive experience. The subjectivity score of 0.65 suggests a personal perspective, but the review provides specifics about the pastries, staff, and service. There are no strong indicators of inauthenticity, advertisement, or ranting based on the provided data."
Bogazkoy Restaurant,Cemil Erdogan,The prices are the same as the market; but the staff and service quality are better than others; their special tastes are definitely recommended.,5,0.21,0.42,en,24,0,0,False,0,0,0,0,0,"The review is a positive testimonial with relatively specific details (""their special tastes are definitely recommended"") and a moderate sentiment score (0.21). The review length is also reasonable. There's no evidence of inauthentic intent, deceptive language, or an advertisement."
Flash,Adem Kirsi,Quite unpolite service; but the meal was good. The salad with the vinegar was extremely good.,3,0.7,0.6,en,16,0,0,False,0,0,0,0,0,"The review expresses a moderately negative sentiment (0.7) and provides some specific details about the meal (salad with vinegar). The subjectivity score of 0.6 and the review length of 16 also suggest this is a genuine customer review. There are no strong indicators of inauthenticity, advertising, or a rant."
Sushico,Fattuma Ramesy,It didn't suit my taste but my wife loved it. The place was beautiful.,3,0.77,0.9,en,14,0,0,False,0,0,0,0,0,"The review is relatively short and uses somewhat generic language (""It didn't suit my taste but my wife loved it. The place was beautiful.""). While the sentiment score of 0.77 indicates a generally positive experience, the lack of specific details and the somewhat vague wording make it less likely to be inauthentic. The other metrics (review length, subjectivity, language) don't strongly suggest manipulation."
